keyword,historical_count,recent_count,growth_rate,historical_frequency,recent_frequency,frequency_increase
networks,549,680,23.861566484517304,0.0963326899456045,0.15810276679841898,0.06177007685281448
robust,129,363,181.3953488372093,0.02263555009650816,0.08439897698209718,0.06176342688558902
graph,324,506,56.17283950617284,0.05685207931216003,0.11764705882352941,0.06079497951136938
applications,413,572,38.49878934624697,0.07246885418494473,0.1329923273657289,0.06052347318078419
visual,71,313,340.8450704225352,0.012458326022109141,0.07277377354103697,0.060315447518927826
multiple,256,450,75.78125,0.04492016143183015,0.10462683096954196,0.059706669537711816
efficiency,165,381,130.9090909090909,0.028952447797859274,0.08858405022087887,0.0596316024230196
semantic,81,314,287.65432098765433,0.014213019828040007,0.07300627760985817,0.05879325778181817
real-world,56,292,421.42857142857144,0.009826285313212845,0.06789118809579167,0.05806490278257882
human,121,337,178.51239669421489,0.021231795051763466,0.07835387119274587,0.0571220761409824
algorithms,330,494,49.696969696969695,0.05790489559571855,0.11485700999767495,0.056952114401956404
significant,267,444,66.29213483146067,0.046850324618354096,0.10323180655661474,0.05638148193826064
large,941,952,1.1689691817215728,0.1651166871380944,0.22134387351778656,0.05622718637969215
further,285,456,60.0,0.050008773469029655,0.1060218553824692,0.05601308191343954
quality,95,311,227.36842105263156,0.016669591156343217,0.07230876540339456,0.05563917424705135
segmentation,69,288,317.39130434782606,0.01210738726092297,0.06696117182050686,0.05485378455958389
inference,93,299,221.50537634408602,0.016318652395157045,0.06951871657754011,0.05320006418238306
benchmark,51,266,421.5686274509804,0.008948938410247412,0.06184608230644036,0.05289714389619295
under,530,627,18.30188679245283,0.09299877171433585,0.14578005115089515,0.0527812794365593
understanding,162,347,114.19753086419753,0.028426039656080013,0.08067891188095792,0.052252872224877914
including,351,486,38.46153846153847,0.06158975258817336,0.11299697744710532,0.05140722485893196
prediction,138,319,131.15942028985506,0.02421477452184594,0.0741687979539642,0.04995402343211826
various,356,483,35.674157303370784,0.062467099491138794,0.11229946524064172,0.04983236574950292
computational,186,354,90.32258064516128,0.03263730479031409,0.08230644036270635,0.049669135572392255
compared,343,472,37.60932944606414,0.060185997543428675,0.10974192048360847,0.04955592294017979
algorithm,605,669,10.578512396694215,0.10615897525881733,0.1555452220413857,0.04938624678256838
achieves,40,241,502.50000000000006,0.00701877522372346,0.056033480585910254,0.04901470536218679
generative,34,234,588.2352941176471,0.005965958940164941,0.054405952104161825,0.048439993163996886
classification,217,368,69.5852534562212,0.03807685558869977,0.0855614973262032,0.047484641737503434
without,325,449,38.15384615384615,0.057027548692753116,0.10439432690072076,0.04736677820796764
specifically,102,277,171.5686274509804,0.017897876820494825,0.0644036270634736,0.04650575024297878
attention,95,271,185.26315789473685,0.016669591156343217,0.06300860265054639,0.04633901149420318
problem,1036,980,-5.405405405405405,0.1817862782944376,0.22785398744478028,0.04606770915034267
evaluate,88,264,200.0,0.015441305492191613,0.061381074168797956,0.045939768676606346
diverse,33,222,572.7272727272727,0.005790489559571854,0.05161590327830737,0.04582541371873551
provide,545,608,11.559633027522937,0.09563081242323214,0.14136247384329226,0.04573166142006012
extensive,92,266,189.1304347826087,0.01614318301456396,0.06184608230644036,0.0457028992918764
input,155,311,100.64516129032258,0.02719775399192841,0.07230876540339456,0.04511101141146616
scenarios,124,287,131.4516129032258,0.021758203193542727,0.06672866775168565,0.04497046455814292
improve,148,304,105.40540540540539,0.0259694683277768,0.07068123692164613,0.04471176859386933
challenging,76,249,227.6315789473684,0.013335672925074574,0.05789351313647989,0.04455784021140532
limited,100,267,167.0,0.01754693805930865,0.06207858637526157,0.044531648315952924
system,1260,1142,-9.365079365079366,0.221091419547289,0.2655196465938154,0.04442822704652638
estimation,218,354,62.38532110091744,0.03825232496929286,0.08230644036270635,0.04405411539341349
challenge,53,229,332.07547169811323,0.009299877171433584,0.053243431760055804,0.043943554588622216
effectiveness,67,239,256.7164179104478,0.011756448499736796,0.05556847244826785,0.04381202394853105
results,1867,1597,-14.461703267273702,0.3276013335672925,0.37130899790746336,0.04370766434017087
reasoning,27,208,670.3703703703703,0.004737673276013336,0.04836084631481051,0.043623173038797175
significantly,221,354,60.18099547511312,0.03877873311107212,0.08230644036270635,0.043527707251634226
impact,136,286,110.29411764705883,0.023863835760659764,0.06649616368286446,0.04263232792220469
modeling,142,287,102.11267605633803,0.024916652044218283,0.06672866775168565,0.04181201570746737
time,1109,1015,-8.476104598737603,0.19459554307773294,0.23599162985352243,0.04139608677578949
available,233,353,51.50214592274678,0.040884365678189157,0.08207393629388514,0.04118957061569598
achieve,134,278,107.46268656716418,0.023512896999473593,0.06463613113229481,0.04112323413282122
different,1029,952,-7.482993197278912,0.18055799263028602,0.22134387351778656,0.04078588088750054
development,109,257,135.7798165137615,0.01912616248464643,0.05975354568704953,0.0406273832024031
trained,51,213,317.6470588235294,0.008948938410247412,0.04952336665891653,0.04057442824866912
furthermore,185,314,69.72972972972973,0.032461835409721,0.07300627760985817,0.04054444220013717
representation,221,341,54.29864253393665,0.03877873311107212,0.0792838874680307,0.040505154356958575
representations,140,279,99.28571428571429,0.02456571328303211,0.06486863520111602,0.040302921918083906
techniques,288,390,35.41666666666667,0.050535181610808916,0.0906765868402697,0.04014140522946079
architecture,90,239,165.55555555555554,0.015792244253377784,0.05556847244826785,0.03977622819489006
promising,65,220,238.46153846153845,0.011405509738550623,0.05115089514066496,0.039745385402114336
dynamic,187,312,66.84491978609626,0.03281277417090717,0.07254126947221576,0.039728495301308585
findings,68,218,220.58823529411765,0.011931917880329882,0.05068588700302255,0.038753969122692675
practical,105,243,131.42857142857142,0.018424284962274082,0.05649848872355266,0.03807420376127858
robustness,52,202,288.46153846153845,0.009124407790840498,0.04696582190188328,0.03784141411104278
loss,142,269,89.43661971830986,0.024916652044218283,0.06254359451290398,0.0376269424686857
better,157,280,78.343949044586,0.02754869275311458,0.06510113926993723,0.03755244651682264
process,515,550,6.796116504854369,0.09036673100543956,0.1278772378516624,0.037510506846222855
comprehensive,38,190,400.0,0.006667836462537287,0.04417577307602883,0.03750793661349154
additionally,50,198,296.0,0.008773469029654325,0.04603580562659847,0.03726233659694414
effectively,59,203,244.0677966101695,0.010352693454992104,0.04719832597070449,0.036845632515712386
text,53,198,273.5849056603774,0.009299877171433584,0.04603580562659847,0.03673592845516488
first,867,812,-6.343713956170703,0.152131952974206,0.18879330388281795,0.036661350908611945
strategies,70,210,200.0,0.012282856641516056,0.04882585445245292,0.03654299781093686
capabilities,41,188,358.5365853658537,0.007194244604316547,0.04371076493838642,0.03651652033406988
insights,37,184,397.2972972972973,0.0064923670819442,0.0427807486631016,0.0362883815811574
video,50,193,286.0,0.008773469029654325,0.044873285282492445,0.03609981625283812
ability,57,198,247.3684210526316,0.010001754693805931,0.04603580562659847,0.036034050932792536
them,230,328,42.608695652173914,0.040357957536409896,0.07626133457335503,0.035903377036945135
enables,74,210,183.7837837837838,0.0129847341638884,0.04882585445245292,0.03584112028856452
learn,57,197,245.61403508771932,0.010001754693805931,0.04580330155777726,0.03580154686397133
synthetic,69,206,198.55072463768116,0.01210738726092297,0.0478958381771681,0.035788450916245135
object,164,277,68.90243902439023,0.02877697841726619,0.0644036270634736,0.03562664864620742
studies,240,332,38.333333333333336,0.04211265134234076,0.07719135084863984,0.035078699506299084
outperforms,52,190,265.38461538461536,0.009124407790840498,0.04417577307602883,0.03505136528518833
accurate,127,246,93.7007874015748,0.022284611335321985,0.057196000930016276,0.034911389594694295
need,117,238,103.41880341880344,0.020529917529391123,0.05533596837944664,0.03480605085005552
dynamics,539,556,3.153988868274583,0.09457799613967363,0.12927226226458963,0.034694266124915996
future,211,308,45.97156398104265,0.037024039305141254,0.07161125319693094,0.03458721389178969
generate,114,234,105.26315789473684,0.020003509387611862,0.054405952104161825,0.034402442716549964
leveraging,10,155,1450.0,0.001754693805930865,0.03603813066728668,0.034283436861355814
sampling,86,210,144.1860465116279,0.01509036673100544,0.04882585445245292,0.03373548772144748
temporal,92,214,132.6086956521739,0.01614318301456396,0.04975587072773774,0.03361268771317378
multimodal,16,155,868.75,0.0028075100894893843,0.03603813066728668,0.03323062057779729
strategy,119,232,94.9579831932773,0.020880856290577295,0.05394094396651941,0.03306008767594212
attacks,21,158,652.3809523809524,0.0036848569924548165,0.03673564287375029,0.03305078588129548
privacy,29,163,462.0689655172414,0.005088612037199508,0.037898163217856315,0.03280955118065681
adaptive,104,219,110.57692307692308,0.018248815581680997,0.05091839107184376,0.032669575490162764
crucial,93,210,125.80645161290323,0.016318652395157045,0.04882585445245292,0.032507202057295875
reinforcement,23,157,582.6086956521739,0.00403579575364099,0.036503138804929086,0.032467343051288095
policy,39,168,330.7692307692308,0.006843305843130374,0.03906068356196234,0.032217377718831965
prior,99,213,115.15151515151516,0.017371468678715564,0.04952336665891653,0.03215189798020097
real-time,32,162,406.25,0.0056150201789787685,0.03766565914903511,0.03205063897005634
traditional,88,204,131.8181818181818,0.015441305492191613,0.04743083003952569,0.03198952454733407
enabling,33,162,390.90909090909093,0.005790489559571854,0.03766565914903511,0.03187516958946325
recent,415,450,8.433734939759036,0.0728197929461309,0.10462683096954196,0.03180703802341106
complexity,173,267,54.33526011560693,0.030356202842603965,0.06207858637526157,0.031722383532657605
during,292,356,21.91780821917808,0.05123705913318126,0.08277144850034876,0.0315343893671675
communication,131,234,78.62595419847328,0.02298648885769433,0.054405952104161825,0.031419463246467494
benchmarks,21,150,614.2857142857143,0.0036848569924548165,0.03487561032318066,0.03119075333072584
within,512,520,1.5625,0.0898403228636603,0.12090211578702627,0.031061792923365972
samples,128,230,79.6875,0.022460080715915074,0.053475935828877004,0.03101585511296193
error,217,297,36.86635944700461,0.03807685558869977,0.06905370843989769,0.030976852851197924
remains,69,184,166.66666666666669,0.01210738726092297,0.0427807486631016,0.030673361402178634
uncertainty,114,217,90.35087719298247,0.020003509387611862,0.050453382934201346,0.030449873546589484
between,1514,1273,-15.918097754293262,0.26566064221793295,0.29597767960939314,0.03031703739146019
complex,409,439,7.334963325183375,0.07176697666257238,0.10206928621250871,0.030302309549936332
transformer,4,133,3225.0,0.0007018775223723461,0.03092304115322018,0.030221163630847835
designed,118,219,85.59322033898306,0.02070538690998421,0.05091839107184376,0.03021300416185955
develop,172,259,50.58139534883721,0.03018073346201088,0.060218553824691934,0.030037820362681055
reconstruction,96,201,109.375,0.016845060536936303,0.04673331783306208,0.029888257296125778
planning,29,150,417.2413793103448,0.005088612037199508,0.03487561032318066,0.02978699828598115
recognition,84,191,127.38095238095238,0.014739427969819266,0.04440827714485004,0.029668849175030772
environments,89,194,117.97752808988764,0.015616774872784699,0.045105789351313645,0.029489014478528947
potential,568,555,-2.2887323943661975,0.09966660817687313,0.12903975819576843,0.029373150018895303
settings,41,157,282.9268292682927,0.007194244604316547,0.036503138804929086,0.02930889420061254
speech,28,147,425.0,0.0049131426566064226,0.03417809811671704,0.02926495546011062
achieving,27,146,440.74074074074076,0.004737673276013336,0.033945594047895836,0.0292079207718825
enhance,42,157,273.8095238095238,0.007369713984909633,0.036503138804929086,0.029133424820019453
user,119,215,80.67226890756302,0.020880856290577295,0.04998837479655894,0.029107518505981644
cost,127,221,74.01574803149606,0.022284611335321985,0.05138339920948617,0.029098787874164183
test,257,319,24.124513618677042,0.04509563081242323,0.0741687979539642,0.029073167141540963
generalization,110,208,89.0909090909091,0.019301631865239515,0.04836084631481051,0.029059214449570995
power,407,432,6.142506142506143,0.0714160379013862,0.10044175773076029,0.02902571982937409
especially,97,198,104.1237113402062,0.017020529917529392,0.04603580562659847,0.029015275709069074
capture,83,186,124.09638554216869,0.01456395858922618,0.043245756800744016,0.028681798211517836
diffusion,211,282,33.649289099526065,0.037024039305141254,0.06556614740757963,0.028542108102438374
users,153,238,55.55555555555556,0.026846815230742234,0.05533596837944664,0.028489153148704406
latent,51,161,215.68627450980392,0.008948938410247412,0.0374331550802139,0.028484216669966488
effective,428,445,3.9719626168224296,0.07510089489384103,0.10346431062543594,0.028363415731594913
then,626,594,-5.111821086261981,0.10984383225127216,0.13810741687979539,0.028263584628523228
spatial,261,318,21.839080459770116,0.04579750833479558,0.07393629388514299,0.028138785550347406
medical,28,141,403.57142857142856,0.0049131426566064226,0.032783073703789814,0.02786993104718339
labels,26,139,434.6153846153846,0.004562203895420249,0.03231806556614741,0.027755861670727158
vision,32,143,346.875,0.0056150201789787685,0.03324808184143223,0.02763306166245346
devices,121,210,73.55371900826447,0.021231795051763466,0.04882585445245292,0.02759405940068945
identify,173,249,43.93063583815029,0.030356202842603965,0.05789351313647989,0.027537310293875926
content,82,180,119.51219512195121,0.014388489208633094,0.04185073238781679,0.027462243179183693
simulation,244,301,23.36065573770492,0.042814528864713104,0.06998372471518252,0.027169195850469417
particularly,89,184,106.74157303370787,0.015616774872784699,0.0427807486631016,0.027163973790316903
limitations,31,140,351.61290322580646,0.005439550798385682,0.032550569634968614,0.027111018836582932
agents,52,155,198.0769230769231,0.009124407790840498,0.03603813066728668,0.02691372287644618
autonomous,27,136,403.7037037037037,0.004737673276013336,0.03162055335968379,0.026882880083670457
current,340,372,9.411764705882353,0.059659589401649414,0.08649151360148803,0.026831924199838618
critical,344,375,9.011627906976743,0.06036146692402176,0.08718902580795164,0.026827558883929882
architectures,40,145,262.5,0.00701877522372346,0.033713089979074636,0.026694314755351174
target,158,233,47.46835443037975,0.027724162133707667,0.05417344803534062,0.026449285901632952
module,80,174,117.5,0.01403755044744692,0.04045570797488956,0.026418157527442636
noise,243,297,22.22222222222222,0.04263905948412002,0.06905370843989769,0.02641464895577767
focus,156,231,48.07692307692308,0.027373223372521495,0.05370843989769821,0.026335216525176716
adversarial,32,136,325.0,0.0056150201789787685,0.03162055335968379,0.026005533180705025
domains,93,181,94.6236559139785,0.016318652395157045,0.042083236456637994,0.02576458406148095
optimal,315,348,10.476190476190476,0.05527285488682225,0.08091141594977912,0.025638561062956866
domain,272,315,15.808823529411764,0.04772767152131953,0.07323878167867938,0.02551111015735985
study,52,148,184.6153846153846,0.009124407790840498,0.03441060218553825,0.02528619439469775
patterns,129,206,59.68992248062015,0.02263555009650816,0.0478958381771681,0.025260288080659943
scene,14,118,742.8571428571429,0.0024565713283032113,0.027435480120902116,0.024978908792598904
safety,29,129,344.8275862068965,0.005088612037199508,0.029993024877935363,0.024904412840735857
despite,79,166,110.12658227848102,0.013862081066853833,0.03859567542431992,0.02473359435746609
hardware,25,125,400.0,0.0043867345148271624,0.029063008602650545,0.024676274087823382
retrieval,41,137,234.14634146341461,0.007194244604316547,0.031853057428505,0.024658812824188452
costs,16,118,637.5,0.0028075100894893843,0.027435480120902116,0.024627970031412733
introduces,36,133,269.44444444444446,0.0063168977013511145,0.03092304115322018,0.024606143451869067
improves,52,145,178.84615384615387,0.009124407790840498,0.033713089979074636,0.024588682188234137
traffic,47,140,197.87234042553192,0.008247060887875066,0.032550569634968614,0.024303508747093548
provides,267,306,14.606741573033707,0.046850324618354096,0.07114624505928854,0.024295920440934447
enable,59,149,152.54237288135593,0.010352693454992104,0.03464310625435945,0.024290412799367347
demonstrating,16,116,625.0,0.0028075100894893843,0.026970471983259706,0.024162961893770322
gradient,124,197,58.87096774193549,0.021758203193542727,0.04580330155777726,0.024045098364234532
providing,79,163,106.32911392405062,0.013862081066853833,0.037898163217856315,0.02403608215100248
distillation,1,104,10300.0,0.00017546938059308652,0.024180423157405255,0.02400495377681217
pre-trained,8,109,1262.5,0.0014037550447446921,0.025342943501511277,0.023939188456766583
platform,43,134,211.6279069767442,0.00754518336550272,0.031155545222041385,0.023610361856538666
self-supervised,0,101,999999.0,0.0,0.02348291095094164,0.02348291095094164
improving,52,140,169.23076923076923,0.009124407790840498,0.032550569634968614,0.023426161844128116
explore,121,192,58.67768595041323,0.021231795051763466,0.04464078121367124,0.02340898616190777
joint,63,148,134.92063492063494,0.01105457097736445,0.03441060218553825,0.0233560312081738
integration,79,160,102.53164556962024,0.013862081066853833,0.0372006510113927,0.023338569944538867
computing,155,217,40.0,0.02719775399192841,0.050453382934201346,0.023255628942272937
metrics,110,183,66.36363636363637,0.019301631865239515,0.0425482445942804,0.023246612729040887
experimental,447,437,-2.237136465324385,0.07843481312510966,0.10160427807486631,0.02316946494975665
demonstrates,30,122,306.6666666666667,0.005264081417792595,0.028365496396186934,0.02310141497839434
federated,9,106,1077.7777777777778,0.0015792244253377786,0.024645431295047662,0.023066206869709883
presents,90,167,85.55555555555556,0.015792244253377784,0.03882817949314113,0.023035935239763345
processing,110,182,65.45454545454545,0.019301631865239515,0.042315740525459195,0.02301410866021968
used,854,743,-12.997658079625293,0.14985085102649587,0.17275052313415484,0.022899672107658975
implementation,112,183,63.39285714285714,0.01965257062642569,0.0425482445942804,0.02289567396785471
baseline,46,133,189.1304347826087,0.00807159150728198,0.03092304115322018,0.0228514496459382
fusion,57,141,147.36842105263156,0.010001754693805931,0.032783073703789814,0.022781319009983883
essential,73,153,109.58904109589041,0.012809264783295315,0.03557312252964427,0.022763857746348957
lack,50,135,170.0,0.008773469029654325,0.03138804929086259,0.022614580261208266
learned,40,127,217.49999999999997,0.00701877522372346,0.029528016740292956,0.022509241516569495
towards,154,213,38.311688311688314,0.027022284611335323,0.04952336665891653,0.02250108204758121
social,121,188,55.371900826446286,0.021231795051763466,0.04371076493838642,0.022478969886622957
like,156,214,37.17948717948718,0.027373223372521495,0.04975587072773774,0.022382647355216244
open,180,232,28.888888888888886,0.03158448850675557,0.05394094396651941,0.022356455459763842
reduce,89,163,83.14606741573034,0.015616774872784699,0.037898163217856315,0.022281388345071616
leverages,6,100,1566.6666666666665,0.001052816283558519,0.023250406882120437,0.02219759059856192
distributed,137,198,44.52554744525548,0.02403930514125285,0.04603580562659847,0.021996500485345617
leverage,13,104,700.0,0.0022811019477101246,0.024180423157405255,0.02189932120969513
driving,48,130,170.83333333333331,0.008422530268468151,0.030225528946756567,0.021802998678288416
large-scale,107,174,62.616822429906534,0.018775223723460258,0.04045570797488956,0.0216804842514293
intelligence,21,109,419.0476190476191,0.0036848569924548165,0.025342943501511277,0.02165808650905646
unsupervised,16,105,556.25,0.0028075100894893843,0.02441292722622646,0.021605417136737075
achieved,130,191,46.92307692307692,0.022811019477101246,0.04440827714485004,0.021597257667748792
against,107,173,61.6822429906542,0.018775223723460258,0.04022320390606836,0.0214479801826081
data-driven,16,104,550.0,0.0028075100894893843,0.024180423157405255,0.02137291306791587
moreover,218,256,17.431192660550458,0.03825232496929286,0.05952104161822832,0.02126871664893546
superior,25,110,340.0,0.0043867345148271624,0.02557544757033248,0.021188713055505317
developed,188,233,23.93617021276596,0.03298824355150026,0.05417344803534062,0.021185204483840356
artificial,49,128,161.22448979591837,0.008597999649061239,0.02976052080911416,0.02116252116005292
security,77,149,93.5064935064935,0.013511142305667662,0.03464310625435945,0.02113196394869179
method,199,241,21.105527638190953,0.03491840673802422,0.056033480585910254,0.021115073847886037
bayesian,105,170,61.904761904761905,0.018424284962274082,0.039525691699604744,0.02110140673733066
engineering,52,130,150.0,0.009124407790840498,0.030225528946756567,0.02110112115591607
response,141,197,39.71631205673759,0.024741182663625197,0.04580330155777726,0.021062118894152063
scalable,18,104,477.77777777777777,0.0031584488506755572,0.024180423157405255,0.021021974306729696
perception,5,94,1780.0,0.0008773469029654326,0.02185538246919321,0.02097803556622778
automatic,29,112,286.2068965517241,0.005088612037199508,0.02604045570797489,0.020951843670775384
specific,208,247,18.75,0.03649763116336199,0.057428504998837476,0.020930873835475483
alignment,57,133,133.33333333333331,0.010001754693805931,0.03092304115322018,0.02092128645941425
enhancing,11,98,790.9090909090909,0.0019301631865239516,0.02278539874447803,0.02085523555795408
supervised,23,107,365.2173913043478,0.00403579575364099,0.02487793536386887,0.020842139610227878
output,75,146,94.66666666666667,0.013160203544481488,0.033945594047895836,0.020785390503414346
online,91,158,73.62637362637363,0.015967713633970874,0.03673564287375029,0.02076792923977942
setting,123,182,47.96747967479675,0.02158273381294964,0.042315740525459195,0.020733006712509553
software,78,148,89.74358974358975,0.013686611686260747,0.03441060218553825,0.020723990499277502
improved,143,197,37.76223776223776,0.025092121424811372,0.04580330155777726,0.020711180132965887
selection,129,186,44.18604651162791,0.02263555009650816,0.043245756800744016,0.020610206704235856
typically,76,146,92.10526315789474,0.013335672925074574,0.033945594047895836,0.020609921122821263
aims,55,130,136.36363636363635,0.009650815932619758,0.030225528946756567,0.02057471301413681
automated,34,114,235.29411764705884,0.005965958940164941,0.0265054638456173,0.02053950490545236
end-to-end,25,107,328.0,0.0043867345148271624,0.02487793536386887,0.020491200849041706
perform,154,204,32.467532467532465,0.027022284611335323,0.04743083003952569,0.020408545428190365
audio,19,102,436.84210526315786,0.0033339182312686435,0.023715415019762844,0.0203814967884942
graphs,226,258,14.15929203539823,0.03965608001403755,0.05998604975587073,0.020329969741833175
fine-tuning,17,100,488.2352941176471,0.0029829794700824705,0.023250406882120437,0.020267427412037967
improvement,72,141,95.83333333333334,0.012633795402702229,0.032783073703789814,0.020149278301087585
leading,157,205,30.573248407643312,0.02754869275311458,0.047663334108346896,0.020114641355232315
building,59,131,122.03389830508475,0.010352693454992104,0.030458033015577774,0.020105339560585668
efficiently,75,143,90.66666666666666,0.013160203544481488,0.03324808184143223,0.02008787829695074
circuits,25,105,320.0,0.0043867345148271624,0.02441292722622646,0.020026192711399295
widely,72,140,94.44444444444444,0.012633795402702229,0.032550569634968614,0.019916774232266385
thus,278,295,6.115107913669065,0.04878048780487805,0.06858870030225529,0.019808212497377242
making,90,153,70.0,0.015792244253377784,0.03557312252964427,0.019780878276266487
analysis,131,183,39.69465648854962,0.02298648885769433,0.0425482445942804,0.01956175573658607
natural,188,226,20.212765957446805,0.03298824355150026,0.05254591955359219,0.019557676002091927
generating,84,147,75.0,0.014739427969819266,0.03417809811671704,0.019438670146897777
issues,87,149,71.26436781609196,0.015265836111598525,0.03464310625435945,0.019377270142760923
synthesis,49,120,144.89795918367346,0.008597999649061239,0.027900488258544524,0.019302488609483283
overall,77,141,83.11688311688312,0.013511142305667662,0.032783073703789814,0.019271931398122152
still,148,194,31.08108108108108,0.0259694683277768,0.045105789351313645,0.019136321023536844
tools,90,150,66.66666666666666,0.015792244253377784,0.03487561032318066,0.019083366069802873
predictive,40,112,180.0,0.00701877522372346,0.02604045570797489,0.01902168048425143
reducing,39,111,184.6153846153846,0.006843305843130374,0.025807951639153684,0.018964645796023312
tool,112,166,48.214285714285715,0.01965257062642569,0.03859567542431992,0.018943104797894232
directly,112,166,48.214285714285715,0.01965257062642569,0.03859567542431992,0.018943104797894232
high-quality,13,91,600.0,0.0022811019477101246,0.021157870262729597,0.01887676831501947
requires,126,176,39.682539682539684,0.0221091419547289,0.04092071611253197,0.018811574157803074
tracking,64,129,101.5625,0.011230040357957537,0.029993024877935363,0.018762984519977828
baselines,14,91,550.0,0.0024565713283032113,0.021157870262729597,0.018701298934426385
importance,91,149,63.73626373626373,0.015967713633970874,0.03464310625435945,0.018675392620388576
constraints,278,290,4.316546762589928,0.04878048780487805,0.06742617995814927,0.01864569215327122
context,229,253,10.480349344978166,0.04018248815581681,0.058823529411764705,0.018641041255947892
